10001 1 1
2.000000 -1.000000
2.000100 -0.999001
2.000200 -0.998003
2.000300 -0.997008
2.000400 -0.996013
2.000500 -0.995021
2.000600 -0.994030
2.000700 -0.993041
2.000800 -0.992054
2.000900 -0.991068
2.001000 -0.990084
2.001100 -0.989101
2.001200 -0.988120
2.001300 -0.987141
2.001400 -0.986164
2.001500 -0.985188
2.001600 -0.984213
2.001700 -0.983241
2.001800 -0.982270
2.001900 -0.981300
2.002000 -0.980332
2.002100 -0.979366
2.002200 -0.978402
2.002300 -0.977439
2.002400 -0.976477
2.002500 -0.975517
2.002600 -0.974559
2.002700 -0.973603
2.002800 -0.972647
2.002900 -0.971694
2.003000 -0.970742
2.003100 -0.969792
2.003200 -0.968843
2.003300 -0.967896
2.003400 -0.966950
2.003500 -0.966006
2.003600 -0.965063
2.003700 -0.964122
2.003800 -0.963183
2.003900 -0.962245
2.004000 -0.961309
2.004100 -0.960374
2.004200 -0.959441
2.004300 -0.958509
2.004400 -0.957578
2.004500 -0.956650
2.004600 -0.955722
2.004700 -0.954797
2.004800 -0.953873
2.004900 -0.952950
2.005000 -0.952029
2.005100 -0.951109
2.005200 -0.950191
2.005300 -0.949274
2.005400 -0.948359
2.005500 -0.947445
2.005600 -0.946533
2.005700 -0.945622
2.005800 -0.944712
2.005900 -0.943805
2.006000 -0.942898
2.006100 -0.941993
2.006200 -0.941090
2.006300 -0.940188
2.006400 -0.939287
2.006500 -0.938388
2.006600 -0.937490
2.006700 -0.936594
2.006800 -0.935699
2.006900 -0.934806
2.007000 -0.933914
2.007100 -0.933023
2.007200 -0.932134
2.007300 -0.931246
2.007400 -0.930360
2.007500 -0.929475
2.007600 -0.928592
2.007700 -0.927710
2.007800 -0.926829
2.007900 -0.925950
2.008000 -0.925072
2.008100 -0.924196
2.008200 -0.923321
2.008300 -0.922447
2.008400 -0.921575
2.008500 -0.920704
2.008600 -0.919834
2.008700 -0.918966
2.008800 -0.918099
2.008900 -0.917234
2.009000 -0.916370
2.009100 -0.915507
2.009200 -0.914646
2.009300 -0.913786
2.009400 -0.912928
2.009500 -0.912070
2.009600 -0.911214
2.009700 -0.910360
2.009800 -0.909507
2.009900 -0.908655
2.010000 -0.907804
2.010100 -0.906955
2.010200 -0.906107
2.010300 -0.905260
2.010400 -0.904415
2.010500 -0.903571
2.010600 -0.902729
2.010700 -0.901887
2.010800 -0.901047
2.010900 -0.900209
2.011000 -0.899371
2.011100 -0.898535
2.011200 -0.897701
2.011300 -0.896867
2.011400 -0.896035
2.011500 -0.895204
2.011600 -0.894374
2.011700 -0.893546
2.011800 -0.892719
